time;field.header.seq;field.header.stamp;field.header.frame_id;field.angle_min;field.angle_max;field.angle_increment;field.time_increment;field.scan_time;field.range_min;field.range_max;field.ranges0;field.ranges1;field.ranges2;field.ranges3;field.ranges4;field.ranges5;field.ranges6;field.ranges7;field.ranges8;field.ranges9;field.ranges10;field.ranges11;field.ranges12;field.ranges13;field.ranges14;field.ranges15;field.ranges16;field.ranges17;field.ranges18;field.ranges19;field.ranges20;field.ranges21;field.ranges22;field.ranges23;field.ranges24;field.ranges25;field.ranges26;field.ranges27;field.ranges28;field.ranges29;field.ranges30;field.ranges31;field.ranges32;field.ranges33;field.ranges34;field.ranges35;field.ranges36;field.ranges37;field.ranges38;field.ranges39;field.ranges40;field.ranges41;field.ranges42;field.ranges43;field.ranges44;field.ranges45;field.ranges46;field.ranges47;field.ranges48;field.ranges49;field.ranges50;field.ranges51;field.ranges52;field.ranges53;field.ranges54;field.ranges55;field.ranges56;field.ranges57;field.ranges58;field.ranges59;field.ranges60;field.ranges61;field.ranges62;field.ranges63;field.ranges64;field.ranges65;field.ranges66;field.ranges67;field.ranges68;field.ranges69;field.ranges70;field.ranges71;field.ranges72;field.ranges73;field.ranges74;field.ranges75;field.ranges76;field.ranges77;field.ranges78;field.ranges79;field.ranges80;field.ranges81;field.ranges82;field.ranges83;field.ranges84;field.ranges85;field.ranges86;field.ranges87;field.ranges88;field.ranges89;field.ranges90;field.ranges91;field.ranges92;field.ranges93;field.ranges94;field.ranges95;field.ranges96;field.ranges97;field.ranges98;field.ranges99;field.ranges100;field.ranges101;field.ranges102;field.ranges103;field.ranges104;field.ranges105;field.ranges106;field.ranges107;field.ranges108;field.ranges109;field.ranges110;field.ranges111;field.ranges112;field.ranges113;field.ranges114;field.ranges115;field.ranges116;field.ranges117;field.ranges118;field.ranges119;field.ranges120;field.ranges121;field.ranges122;field.ranges123;field.ranges124;field.ranges125;field.ranges126;field.ranges127;field.ranges128;field.ranges129;field.ranges130;field.ranges131;field.ranges132;field.ranges133;field.ranges134;field.ranges135;field.ranges136;field.ranges137;field.ranges138;field.ranges139;field.ranges140;field.ranges141;field.ranges142;field.ranges143;field.ranges144;field.ranges145;field.ranges146;field.ranges147;field.ranges148;field.ranges149;field.ranges150;field.ranges151;field.ranges152;field.ranges153;field.ranges154;field.ranges155;field.ranges156;field.ranges157;field.ranges158;field.ranges159;field.ranges160;field.ranges161;field.ranges162;field.ranges163;field.ranges164;field.ranges165;field.ranges166;field.ranges167;field.ranges168;field.ranges169;field.ranges170;field.ranges171;field.ranges172;field.ranges173;field.ranges174;field.ranges175;field.ranges176;field.ranges177;field.ranges178;field.ranges179;field.ranges180;field.ranges181;field.ranges182;field.ranges183;field.ranges184;field.ranges185;field.ranges186;field.ranges187;field.ranges188;field.ranges189;field.ranges190;field.ranges191;field.ranges192;field.ranges193;field.ranges194;field.ranges195;field.ranges196;field.ranges197;field.ranges198;field.ranges199;field.ranges200;field.ranges201;field.ranges202;field.ranges203;field.ranges204;field.ranges205;field.ranges206;field.ranges207;field.ranges208;field.ranges209;field.ranges210;field.ranges211;field.ranges212;field.ranges213;field.ranges214;field.ranges215;field.ranges216;field.ranges217;field.ranges218;field.ranges219;field.ranges220;field.ranges221;field.ranges222;field.ranges223;field.ranges224;field.ranges225;field.ranges226;field.ranges227;field.ranges228;field.ranges229;field.ranges230;field.ranges231;field.ranges232;field.ranges233;field.ranges234;field.ranges235;field.ranges236;field.ranges237;field.ranges238;field.ranges239;field.ranges240;field.ranges241;field.ranges242;field.ranges243
1551771168156179167;612;1551771168167007966;laser;-2.35619449615;2.09234976768;0.00613592332229;9.76562732831e-05;0.10000000149;0.019999999553;5.59999990463;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;0.0189999993891;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;0.787000000477;0.776000022888;0.772000014782;0.771000027657;0.771000027657;0.772000014782;0.773999989033;0.774999976158;0.774999976158;0.774999976158;0.777000010014;0.777999997139;0.778999984264;0.778999984264;0.778999984264;0.778999984264;0.778999984264;0.78100001812;0.785000026226;0.795000016689;3.8069999218;3.8069999218;3.8069999218;3.77800011635;3.76300001144;3.75500011444;3.72799992561;3.72199988365;3.70399999619;3.67499995232;3.65400004387;3.64800000191;3.6289999485;3.60899996758;3.59800004959;3.57899999619;3.57899999619;3.57899999619;3.60299992561;3.63800001144;3.66899991035;3.69499993324;3.73300004005;3.76600003242;3.79600000381;3.82399988174;3.86500000954;3.89100003242;3.93000006676;3.94400000572;3.94400000572;3.94400000572;3.92700004578;3.91799998283;3.90000009537;3.88199996948;3.87800002098;3.85700011253;3.84999990463;3.84400010109;3.8259999752;3.81699991226;3.81599998474;3.80399990082;3.8029999733;3.78800010681;3.76600003242;3.76099991798;3.757999897;3.73600006104;3.73399996758;3.72499990463;3.72099995613;3.71900010109;3.70600008965;3.69799995422;3.68799996376;3.68600010872;3.67300009727;3.66899991035;3.66599988937;3.64499998093;3.63800001144;3.632999897;3.63199996948;3.63000011444;3.61100006104;3.60899996758;3.60100007057;3.59599995613;3.59299993515;3.59100008011;3.58699989319;3.57800006866;3.56500005722;3.56299996376;3.5569999218;3.55200004578;3.55100011826;3.54800009727;3.54600000381;3.54600000381;3.52800011635;3.52800011635;3.52600002289;3.51799988747;3.50500011444;3.5039999485;3.5039999485;3.5039999485;3.5;3.49499988556;3.49499988556;3.47799992561;3.47799992561;3.47600007057;3.47300004959;3.47300004959;3.47099995613;3.47099995613;3.47099995613;3.47099995613;3.46300005913;3.46199989319;3.45799994469;3.45799994469;3.45799994469;3.45799994469;3.45399999619;3.44899988174;3.44899988174;3.45300006866;3.45300006866;3.45300006866;3.45300006866;3.45300006866;3.45300006866;3.44799995422;3.44799995422;3.44799995422
